Node_ID,Degree,Betweenness,PageRank
65536,0.00025003125390673836,0.00025567754262777843,7.746462845450506e-05
65540,0.000625078134766846,5.13066110449444e-07,0.00011104596094899699
163847,0.00012501562695336918,0.0,4.800323844933789e-05
163850,0.001375171896487061,0.0007233422543620059,0.0002903810581393895
327691,0.0011251406425803227,0.0032734872405494665,0.00022616730047489867
327694,0.0005000625078134767,3.595098049421719e-08,9.752733659799801e-05
327695,0.0005000625078134767,8.020628023419957e-07,0.00010927400369604919
21,0.002125265658207276,0.000908178689298997,0.00030365310231647975
32789,0.00037504688086010754,4.436678498730484e-05,0.00010495878353765191
229404,0.0017502187773471684,0.0004483140773568399,0.00029968981256014174
393244,0.00012501562695336918,0.0,3.691009927910327e-05
131102,0.000625078134766846,3.8610291604382606e-05,9.035274819491426e-05
229409,0.0007500937617202151,4.752819126199247e-05,0.00012714830860612768
229410,0.0005000625078134767,0.00023137921985783044,9.045515292525511e-05
229415,0.000625078134766846,1.629594044771474e-07,0.00012341655562485434
229424,0.00012501562695336918,0.0,4.9359273514997976e-05
163893,0.00025003125390673836,0.0,6.412682625346074e-05
59,0.0011251406425803227,0.0008791018338458081,0.00021095329898376946
360513,0.000625078134766846,0.00029385094104020704,0.00013742825654088295
360515,0.0005000625078134767,0.00020747063354684684,0.00012015736681860327
360516,0.0005000625078134767,3.299848451160032e-08,0.0001125852706061727
163909,0.00025003125390673836,0.0,7.09382849060101e-05
262217,0.00025003125390673836,8.300513721554606e-05,6.391899612289572e-05
360522,0.000625078134766846,1.955339555054011e-05,0.00011923406423156588
491602,0.0005000625078134767,0.0009254998911397196,9.562389534334398e-05
491612,0.0008751093886735842,0.000753500346292755,0.00019525748657623862
327780,0.000625078134766846,7.581919814216242e-07,0.00011568385143134925
458863,0.00025003125390673836,0.0,7.09382849060101e-05
229491,0.0005000625078134767,0.0,8.285563991509062e-05
295031,0.00037504688086010754,0.0005000312460913079,0.00013159098302887177
32909,0.00025003125390673836,0.002724664344809394,7.480062750200262e-05
524432,0.00012501562695336918,0.0,3.709537119773723e-05
65680,0.00012501562695336918,0.0,4.5164677711715316e-05
32926,0.00025003125390673836,1.1236687529776307e-06,8.060000940321129e-05
